node_id,bandwidth,latency,signal_strength,uptime
Node_1,8.116262258099887,293.9169255529117,21.25716742746937,0.8816531771933307
Node_2,19.063571821788408,255.02656467222292,45.45641645055122,0.7479123781333945
Node_3,14.907884894416696,287.8997883128378,32.57423924305307,0.7289789744182446
Node_4,12.374511199743695,278.9654700855298,40.34282764658811,0.7978905520555126
Node_5,3.964354168406294,219.57999576221704,56.30265895704372,0.8971300908221201
Node_6,3.96389588638785,284.37484700462335,29.971689165955,0.7484110543023
Node_7,2.1035886311957896,117.6985004103839,36.41531692142519,0.8344271094811757
Node_8,17.457346769723767,139.19657248382904,50.22204554172195,0.8523239230657436
Node_9,12.421185223120967,109.04545778210762,29.1519266196649,0.74752750879848
Node_10,14.453378978124864,165.06606615265287,23.07919639315172,0.8456432697223719
Node_11,1.3911053916202465,177.7354579378964,31.590058116550722,0.7735566265438506
Node_12,19.428287191077892,154.26980635477918,26.448851490160177,0.8264611661187159
Node_13,16.816410175208013,265.7475018303859,57.18790609370292,0.826705942152179
Node_14,5.034443102887247,171.35066533871787,52.32481518257668,0.8071549368149517
Node_15,4.4546743769349115,156.18690193747614,45.33615026041694,0.7180579540108816
Node_16,4.484685687215243,208.5392166316497,54.85842360750871,0.8670604991178477
Node_17,6.780602616231217,128.18484499495253,52.14688307596458,0.7641560129943471
Node_18,10.97037220101252,260.43939615080797,27.462802355441433,0.7373037020799709
Node_19,9.206955354200199,114.91012873595416,55.70235993959911,0.7081550283109528
Node_20,6.533353663762797,297.3773873201035,41.57368967662603,0.8181785886376484
Node_21,12.62520499972521,254.44895385933148,52.2976062065625,0.8355128723684565
Node_22,3.6503833523887947,139.7431363068345,55.84365199693973,0.7033175657855711
Node_23,6.550748322169145,101.10442342472048,32.72013899887455,0.8024186116598562
Node_24,7.960875022580142,263.09228569096683,24.402076981107072,0.7452991550395875
Node_25,9.665329700123683,241.37146876952343,29.117406501677667,0.82903455808189
Node_26,15.918343266467259,245.80143360819747,37.084311545050255,0.7348732858009983
Node_27,4.793801861008835,254.25406933718915,52.72059063689972,0.8381875476204932
Node_28,10.770454329858621,114.80893034681807,54.429223330253734,0.7773470692601074
Node_29,12.255876808378806,171.6931457088545,20.27808522124763,0.8873459977473469
Node_30,1.8825578416799567,123.17381190502594,40.42989210310263,0.7275041888291987
Node_31,12.54335218612733,272.6206851751187,36.696440125951156,0.7682132702100517
Node_32,4.239958350058539,224.6596253655116,28.88431241882921,0.7226947042481178
Node_33,2.235980266720311,166.17960497052985,24.794614693347313,0.8849387236557126
Node_34,19.02882520781333,112.71167005720473,33.50460685614512,0.8754678706761962
Node_35,19.347008628416628,162.19646434313245,57.71638815650077,0.7515883255430311
Node_36,16.35954961421276,165.03666440534943,32.92811728083021,0.8319968092068358
Node_37,6.787661614294043,245.92123566761282,40.75162486973464,0.8634444400402432
Node_38,2.8557701661212933,227.51149427104264,48.12075835580711,0.8110401623198924
Node_39,14.00042750373098,277.44254851526534,34.54518409517176,0.8059301156712013
Node_40,9.362897381052425,194.44298503238986,58.87128330883843,0.7483704581800903
Node_41,3.3187264620507975,123.91884918766034,58.497891797684446,0.7186205535611798
Node_42,10.408361292114133,242.648957444599,30.071291833014566,0.8794431515906653
Node_43,1.6533819011891495,252.15700972337947,39.88994023569542,0.8800836114326661
Node_44,18.27708763949686,212.25543951389926,32.03513239267079,0.8266202914546537
Node_45,5.916819650400321,254.1934359909122,31.393619775098706,0.7678059582097401
Node_46,13.587923402725657,198.75911927287814,21.47547789418131,0.7698419149225322
Node_47,6.9225104456988085,204.5465658763988,44.382573359195874,0.8451911357740479
Node_48,10.881292402378406,185.5082036717099,40.10716092915446,0.8794220519905154
Node_49,11.387495307522313,105.08382534881903,22.059150049999573,0.8774172848530235
Node_50,4.512234654985013,121.57828539866088,31.14585856946446,0.8559751091715248
